,Question,reponse,type
1062,"عملت تحليل منزلي صاءم عدة مرات كانت النسب 0.70 1.03 1.30.... عملت تحليل تراكمي كانت النسبة 5،64 علما اني عملت تحيليل عند الطبيب بعد الاكل طلع 1،30 لا يوجد عندي اي اعراض السكر
مادا تعني هده الرقام؟؟؟",التركمي طبيعي لا داعي للقلق,مرض السكري
1063,"نسبة السكر في الدم لعد ,8 ساعات هي 106لكن بعد 12ساعة اصبحت نسبة السكر ااصيامي 96فباي نسبة آخذ كي احدد ما اذا كنت مصابة بمقدمات السكري أم لا وشكرا مسبقا","اختي الكريمه
نرجو عمل السكر التراكمي HBA1c",مرض السكري
1064,عمري ٣٥ سنة ولا اشكو من اي امراض الحمد لله .. وانا حامل في الشهر السادس وتحليل سكر صائم ٦٢ بعد صيام ١٠ ساعات .. مع العلم باني اتناول الفيتامينات والبيبي اسبرين من اول الحمل .. هل نسبة السكر طبيعية ام منخفضة .. واذا كانت منخفضة ما سبب انخفاضها؟,"اختي الكريمه
لا نعتمد على قياس السكر في الجهاز
لتشخيص اي انخفاضات السكر
٦٢ هذا انخفاض خاصه انه لم يكن يصاحبه اي اعراض
اما الفيتامينات ليست لها علاقه باًتفاع او انخفاض السكر",مرض السكري
1065,شاب في سن ال 20 قام ب اخذ حبتين من دواء خاص بمرض السكر وهو ليس فيه مرض السكر فماهي الخطوره,السلام عليكم ورحمة الله وبركاته بالنسبة لاستفساركم أخى الكريم، فخطورة حبوب السكر لمن لا يعاني من السكر تختلف باختلاف نوع هذه الحبوب، فهنالك بعض من أنواع الحبوب تؤدي لانخفاض في مستوى السكر لمستويات قد تؤدي إلى حدوث غيبوبة أو ما شابه. والأمر الثاني هو أن بعض الحبوب لا تؤثر. بالتالي فهذا الأمر يعتمد على نوع حبوب السكر.,مرض السكري
1066,السلام عليكم عملت تحاليل سكر صايم8 سعات ف معمل طلع 98 ودائما بجهاز المنزل سكر صايم بين 95و100هل هذا النتيجه تدل عل اني معرض للاصابه اكثر من شخص كان سكره الصيامي مثلا اقل من95وهل بهذه النتائج فانا فانا عل وشك الدخول ف مرحله قبل السكر.. سكر التراكمي٥.٥وبعدثلاثه اشهر5.2..,الفحوصات جميعها طبيعيه للتأكد ممكن عمل مقاومه الانسولين Homa insulin resistante,مرض السكري
1067,حللت سكر عشوائي في صيدليه طلع 77 وقالي انه واطي وحللت تاني في معمل بعد الاكل طلع 88 دا طبيعي؟,طبيعي ما في مشكله,مرض السكري
1068,السكر الصايم 90 و بعد الاكل بساعتين 130 و التراكمي 6.5 هل فيه سكر ام لا ؟,نعم يوجد سكري ويجب تلقي العلاج اللازم,مرض السكري
1069,السلام عليكم مساء الخير انا أبلغ من العمر ٢٦ عام طولي ١٧٨ وزني ٥٧ ظهر انه لدي اعراض سكري علما اني لست مريض سكري من قبل وقمت بتحليل بعد الاكل مباشره لم يمر حتى ٥ دقائق فوجدته ١٧٢ هل هو طبيعي ام مقدمات سكري ؟ واسف على الاطالة,"يجب عمل فحص التراكمي hba1c
وابضا فحص HOMAInsulin resistante",مرض السكري
1070,انا مريض سكر ومكنتش باخد علاج وسكري تراكمي ٩.٢ وحاليا بدات ف علاح السكر وباخد حقنه لانتوس وباخد عشرين منها وحقنه نوفورابيد ٣ مرات وباخد ١٠ كل مره وسكري صايم ١٨٠ امشي بنفس العلاج ولا اغيرو مع العلم ان عملت عمليه المراره من ٣ اسابيع السن ٦٢,اذا كنت مريض جديد بالسكري لماذا اخذت انسولين مو حبوب,مرض السكري
1071,"السلام عليكم
هل يمكن زواج مريضة الذئبة الحمراء الحمامية مع مريض السكري؟ و هل هناك مشاكل او مضاعفات في حالة امكانية ذلك؟",لا يوجد مشكله,مرض السكري
1072,جدتي تراكمي سكر الدم عندها 6 ولكن سكر الصائم الساعه ٥ الفجر يكون ١٤٠ ،،، هل يكون ارتفاع السكر صباحا بسبب الهرمونات الكورتيزون وغيرها التي تفرز باكرا ، او ما يعرف بظاهرة الفجر هل تقتصر ع مرضى السكري فقط؟,اخي الكريم السلام عليكم ورحمه الله بالنسبه ليه ارتفاع السكر في الصباح طبعا المسؤول عنه كما وضحت هو هرمونات مثل الكورتيزون او الادرينالين التي ترتفع نسبتها في الصباح الباكر ولكن من المفروض يزيد السكر عن 120 اليمن هم ليش مرضى السكر وبالتالي يجب مراجعه تشخيص مرض السكر لدى جدتكم حيث ان ارتفاع السكر التراكمي لمستوى اكثر من 5.8 الى 6.4 تعرف لدي الاطباء بانها استعداد لمرض السكر وبالتالي في هذه المرحله يكون السكر الصائم اي الانقطاع عن الاكل والشرب لاكثر من ثمان ساعات يكون مستواه من 110 الى 126 اذا كانت جدتكم تجوز فتره قصيره اوتاكو متاخرا تاكل متاخرا بعد 1:00 في الطبيعي يرتفع السكر للصائم  كثر من 140 باوند,مرض السكري
1073,السلام عليكم انا شاب عمرى ١٦ عام وابى مرض بالسكرى من النوع الثانى فى سن ال ٣٧ اصيب بعد ولادتى ب ٤ اعوام تقريبا والمرض ليس وراثة لدينا هل انا معرض للاصابه به ام لا واشكركم,وعليكم السلام ورحمه الله اخي الكريم ان الاصابه بمرض السكر من النوع الثاني تكون لها شق و راثي وشق بيئي فاذا كنت مصابا بمرض السكري من النوع الثاني بالتاكيد فان هذا يعني احتماليه اصابه الابناء بالنسبه  تجاوز ال 50% ولكن هذا يعتمد علي ايضا علي العوامل البيئيه الاخرى مثل السمنه او عدم اتباع النظام الصحي المناسب و اذا كان والدك مصابا بالسكري من النوع الثاني  وانت كذلك فكما ماخبرتك احتمال اصابه الابناء بالنسبه كبير ولكن انا اشك في وجود الاصابه السكر من النوع الثاني لديكم اذا امكنك التواصل مع الطبيب لتحديد حقا هل انت مصاب بنوع الثانيه او الاول,مرض السكري
1074,"والدتي بدات تاخد علاج ضغط وسكر من فترة قريبة والنهارده اخدت حبتين من بلوكيوم ديو بدل واحدة
ف هل فيه خطورة ولا عادي
ارجو الرد وشكرا مقدما","ليس هناك مشاكل
ولكن تابعي الضغط ونبضات القلب",مرض السكري
1075,"سكري من النوع الثاني. و يكون مرتفع ب استمرار ، عند الاستيقاظ يكون ٣٠٠ . وبعد الاكل بساعتين قد يتعدى٦٠٠. علما اني آخذ الانسولين و اتجنب اكل اي مواد سكريه.و قد توقفت عن اكل الخبز الابيض.
اعاني من تهيج القولون و ألم شديد في الجهه اليسرى ، كلما اشتد الألم في الجهه اليسرى كلما زادت قراءة السكر.",في الغالب هتحتاج إنسولين لأن أرقامك عالية جدا و لن يمكن السيطرة عليها بالأقراص,مرض السكري
